salary,hra,lta,invest_80C,invest_80D,home_loan_interest,rent_paid,other_income,standard_deduction,taxable_income,final_tax
533071,103286,18931,146848,3842,86623,121128,62495,50000,223897,0
753623,58748,43286,114050,21972,189914,69203,34261,50000,396485,7324
2094040,565837,29195,77518,33926,172307,82650,50217,50000,1273863,194658
1114845,94402,17593,74255,11033,110253,9528,286643,50000,1079137,136241
2256811,591837,32491,41086,47787,195617,117950,180847,50000,1543821,275646
1684636,383175,12775,95616,18999,76882,139930,147967,50000,1220705,178711
2157310,480614,12511,146976,20710,89865,145462,170589,50000,1552244,278173
955314,70333,20406,43164,12812,37772,48289,129841,50000,891479,90795
1122189,307173,45156,57508,7629,171378,89129,291678,50000,865334,85566
1201937,241543,11005,54279,14160,5723,14615,41283,50000,888519,90203
2404955,466289,27921,146176,49935,100821,109852,258943,50000,1878597,376079
1432200,370593,14199,136919,14555,151643,2871,142375,50000,865063,85512
830915,217854,43682,60096,11879,133392,178221,193304,50000,594679,31435
1640530,90658,43439,685,12369,71719,107208,155027,50000,1613564,296569
1343956,126102,4644,144298,29827,121065,125625,194839,50000,1072146,134144
2149694,285439,9727,117460,36903,167216,108818,226604,50000,1729006,331202
1681041,482949,10629,128265,13559,66023,105197,281548,50000,1232421,182226
1081460,272375,39122,83005,44082,4656,135864,55108,50000,721571,56814
2198149,692791,42879,85548,18614,31093,105469,79328,50000,1442309,245192
522667,161615,5205,28360,40573,53029,3146,87495,50000,281789,1589
788057,274727,38392,42599,8486,153681,180900,91127,50000,388082,6904
2279122,414538,13050,71252,5271,157476,106116,184840,50000,1778474,346042
362035,61825,22735,90809,31058,156686,66834,281950,50000,276341,1317
1474293,502520,41945,44126,9534,120636,25773,278187,50000,1067608,132782
2044679,272270,44326,44737,37229,55607,155108,247502,50000,1876663,375499
1753934,370799,21251,148722,32383,198534,198631,194583,50000,1169329,163298
1640502,193602,11151,127220,30049,91250,164819,30290,50000,1189821,169446
590526,218402,19056,131296,17885,40867,140182,541,50000,151672,0
1466733,282684,27922,111562,32819,142063,163790,31467,50000,906993,93898
2266788,281921,40539,81856,17968,61013,34464,134241,50000,1948809,397142
1743149,509356,11640,43698,15144,150518,131266,118913,50000,1104985,143995
1443118,195723,29456,199,10743,87972,95019,71758,50000,1199694,172408
1115144,424007,27820,111944,18488,88645,33635,268801,50000,718680,56236
1668137,298039,15489,113428,41776,75303,140974,217676,50000,1322755,209326
1960741,554152,44929,34087,12549,184720,151440,72201,50000,1242362,185208
1229532,210047,47703,51842,48608,57216,132677,66815,50000,926336,97767
1480420,492292,38645,70936,28566,39105,160369,99984,50000,938149,100129
772797,281238,43574,16081,5545,151337,48975,47690,50000,359859,5492
1241120,404321,19290,71803,36420,31276,149569,8543,50000,675132,47526
1924286,667678,25071,105226,44711,29552,127941,117064,50000,1169253,163276
1160906,99441,22906,50269,34590,88118,90817,285083,50000,1146476,156443
1444507,539411,20835,116938,23949,18929,44147,256552,50000,972666,107033
664399,178394,15755,75567,49861,167700,156478,132192,50000,290823,2041
2256518,799317,20917,15519,39008,7929,152322,173090,50000,1538751,274125
1940420,561854,36827,7042,556,161109,145113,218087,50000,1414772,236931
1527071,184236,41787,31320,48735,9895,22357,193634,50000,1438305,243991
504809,132938,39923,106617,31755,89430,64393,41464,50000,175455,0
979672,80167,36909,30800,37356,37369,198487,77883,50000,858771,84254
1313597,385544,21088,107985,26261,163320,46068,35004,50000,636578,39815
2023799,390897,4144,79736,32077,58304,120142,253051,50000,1669979,313493
698781,72048,18551,48653,32034,153687,133611,109843,50000,470752,11037
691259,271478,44689,85217,42082,59224,51084,78388,50000,306334,2816
2411513,881117,48971,124615,16140,132458,119135,162926,50000,1419079,238223
2217325,804313,44792,34985,21671,176603,84201,122930,50000,1297474,201742
2257091,736008,35913,45689,16877,84035,97387,168766,50000,1529160,271248
1046787,305864,32151,69583,49684,115862,14986,243219,50000,731163,58732
1397417,390267,14608,7078,23481,111344,107553,183046,50000,1012900,116370
2264772,197336,41983,46783,6082,115367,158497,44010,50000,1935196,393059
1544876,564185,48121,95235,36551,136508,167411,163289,50000,873806,87261
410786,147223,23658,102619,5773,187961,157878,20663,50000,0,0
791486,246744,46943,112874,46833,94049,80625,82708,50000,370636,6031
579095,216905,31064,4924,38078,104464,77384,250478,50000,446265,9813
2325414,566422,9011,110057,22762,53789,489,109829,50000,1641223,304867
1777774,367421,26182,93206,5001,160127,79010,91670,50000,1219870,178461
1564530,608260,26268,55690,48711,188763,123883,43928,50000,683301,49160
1160175,246474,34130,135973,35587,15511,162967,87231,50000,797990,72098
1556884,427307,33226,6050,12854,140783,111352,145011,50000,1098126,141937
984480,177769,21169,48064,1138,73438,153639,86325,50000,741564,60812
2111791,575915,47478,35077,38588,151519,161052,135769,50000,1443938,245681
371701,112266,23438,114649,16448,52733,47947,218548,50000,267590,879
1304739,350491,3742,39678,26684,64293,149703,248409,50000,1025743,120223
1230591,283155,35895,86412,27575,198206,27162,58372,50000,679509,48401
1314641,203820,18426,144920,22742,7750,5719,77257,50000,981091,108718
1683043,463419,49391,138832,36343,71091,64041,135955,50000,1108703,145111
1154401,424761,15634,135117,3148,56887,61772,88516,50000,588637,30227
498924,26153,4933,11586,21980,10037,10966,191127,50000,575227,27545
2340923,226777,43931,10819,10283,46335,137483,149897,50000,2190536,469661
2190711,201371,32149,115554,23863,163024,178676,294204,50000,1963251,401475
794517,296451,37531,146293,33117,40288,83826,117192,50000,383090,6654
1613307,454890,3663,42926,22438,144316,8652,242700,50000,1145099,156029
2073334,794347,9329,122678,47126,100139,148749,66998,50000,1035370,123111
1980933,503126,40480,35329,12948,174592,192686,273429,50000,1518846,268153
795389,168309,26737,107564,14694,151102,20138,26050,50000,356506,5325
440477,144176,1000,80387,34380,147586,155289,20019,50000,4966,0
1464596,155730,47020,19131,37598,165516,186901,55484,50000,1139124,154237
2185272,400928,17839,100078,20876,49290,143680,154488,50000,1736426,333428
2269111,483765,22005,96801,12602,131851,25323,40032,50000,1556128,279338
550065,84963,9586,78635,44797,120401,68547,272152,50000,453006,10150
971478,174817,5694,69352,36633,59495,135375,286315,50000,873189,87137
429354,33204,26137,32731,29399,73679,180808,285988,50000,522465,16993
1914589,228399,12032,137009,41646,154016,169907,3089,50000,1318639,208091
986427,165151,9661,22724,26873,82691,40434,250212,50000,898860,92272
1642928,539803,37468,140513,24195,28375,34981,14006,50000,911515,94803
1746608,198893,20679,141146,48212,32995,96798,228835,50000,1524875,269962
1667003,285597,30057,24130,30534,157102,6712,261407,50000,1411103,235830
2432931,176927,46978,117739,20549,65197,56725,50958,50000,2100454,442636
1301636,318883,15052,99881,3397,112747,158593,203348,50000,935127,99525
2263122,597323,12371,118723,20650,189320,25072,132564,50000,1432040,242112
2332214,823110,40554,117176,6566,188772,93829,128906,50000,1316049,207314
1813159,610473,5366,110627,21406,78674,19598,190807,50000,1138151,153945
1234943,185096,1907,64936,17224,198776,10421,70749,50000,791566,70813
1313127,128599,3588,83639,19457,62300,175505,136034,50000,1108753,145126
605431,63345,26891,119155,30164,107845,53223,120385,50000,382197,6609
265141,103176,7983,10754,33286,68515,15869,6920,50000,14312,0
580057,165681,31757,35185,26112,173625,92403,105676,50000,266886,844
539596,35019,31540,88631,21126,55381,137371,226852,50000,547830,22066
824679,80713,10457,126391,19464,158549,156698,41337,50000,441355,9567
1943152,427551,15325,54566,34351,56874,161626,36518,50000,1371652,223995
2028996,249039,17641,93082,21302,27330,158234,224502,50000,1830385,361615
1412111,467805,47148,2114,4812,2765,111433,293808,50000,1225570,180171
392770,98438,2207,129891,21829,48132,164459,244566,50000,291252,2062
860999,227666,13469,38628,13805,154641,46689,101574,50000,491301,12065
2194741,465260,8971,117341,34381,80669,194955,78898,50000,1534958,272987
1134094,158344,7267,3586,33072,97635,100057,245817,50000,1044540,125862
1074255,275322,27730,101093,37533,127813,128240,262860,50000,773083,67116
845446,254428,555,31874,47363,26078,88730,114406,50000,550663,22632
2181084,392228,40928,118820,21596,178833,17099,166526,50000,1627060,300618
1282564,290796,39593,61281,23617,16792,145380,169127,50000,1048797,127139
2060023,708420,3092,26611,39453,27335,84876,73906,50000,1285201,198060
1431597,146078,34041,63891,40271,170843,55901,170257,50000,1164811,161943
823684,198366,1212,25994,45632,94790,69871,141272,50000,551385,22777
1669056,286984,30017,58194,29643,33598,82745,207297,50000,1447950,246885
1355523,401205,26468,18138,16230,136801,83401,93323,50000,852939,83087
763676,43211,41753,57682,14095,82584,177263,237830,50000,795686,71637
740913,210912,2719,136825,17562,158965,142342,295218,50000,464585,10729
1342963,115513,28890,101705,11387,176320,2305,71369,50000,988296,110159
1606312,116728,27664,94187,13788,178282,136513,230670,50000,1411660,235998
2349071,713220,23043,9375,23619,169793,182227,173119,50000,1579225,286267
1079027,295782,33830,143286,955,87777,121840,285088,50000,820144,76528
390689,141909,16142,118372,27237,126047,46399,124059,50000,67324,0
2380450,551976,26400,108964,28651,5822,85596,238147,50000,1899583,382374
1535801,361694,33468,56365,49530,175883,89284,299250,50000,1175046,165014
483725,143887,6489,15665,11705,165547,49591,195402,50000,298811,2440
1408175,229798,41262,138640,26079,28825,13443,114870,50000,1090964,139789
1074356,67597,5249,19325,25519,170805,7335,38133,50000,784491,69398
1060672,138434,22995,143669,30059,165461,16893,83828,50000,639871,40474
1830296,243987,29017,7708,22056,115818,38397,180230,50000,1599973,292492
1755367,293989,39745,94476,2209,112030,27981,252854,50000,1495261,261078
1933371,735090,32191,87472,5281,152544,128620,238645,50000,1173819,164645
1691229,560972,22721,148504,19675,125077,152343,283365,50000,1093086,140426
1632445,616386,2991,17751,31214,87943,65623,45810,50000,877951,88090
2047511,818007,31056,75759,5632,149327,137985,182359,50000,1162200,161160
1987846,401192,20241,76899,15865,128667,157262,67133,50000,1402596,233278
896052,116016,9394,129305,14422,174157,2776,90541,50000,512086,14917
411298,101179,5871,59951,22245,150551,25465,166649,50000,199891,0
571243,204731,2691,18083,26404,21882,126755,123063,50000,375896,6294
1411133,300580,14496,101449,25426,103541,61296,50421,50000,895053,91510
792301,179764,4502,6200,12986,170264,107104,129996,50000,507584,14016
2331530,226283,1204,16577,35802,25646,64193,126662,50000,2105087,444026
1925125,379556,17676,22921,426,107375,54042,160223,50000,1542745,275323
512701,95079,11752,76359,40562,134672,20918,59039,50000,186819,0
380878,65926,45549,83738,49594,36417,177928,66675,50000,207426,0
798866,288034,18622,106541,5963,75884,189300,143849,50000,434914,9245
2142508,151594,30055,141225,20800,56282,144505,273366,50000,2026027,420308
706610,275755,33321,17620,11276,13033,29162,254875,50000,627121,37924
1048028,55426,29790,76193,6510,180871,26697,24949,50000,733766,59253
2197012,836969,46680,22062,40192,78589,24166,263264,50000,1479143,256243
1106634,267602,15980,91868,19628,11012,92678,185474,50000,867977,86095
2421594,716442,10984,138645,18505,112131,108864,130145,50000,1526999,270599
927178,107085,36701,122894,12429,165690,7936,181006,50000,686786,49857
2259326,630293,14356,5797,44967,53317,105428,24776,50000,1514083,266725
2480878,889854,39887,82616,49045,121884,15961,151117,50000,1478482,256044
2109212,208428,35182,132304,1662,116487,19645,219775,50000,1855287,369086
377309,35647,15045,75771,12537,116553,151389,235040,50000,336885,4344
940288,147053,10793,135202,34862,121314,7264,233179,50000,695828,51665
653552,69671,38599,40641,37562,104508,199056,171778,50000,561546,24809
1607757,142649,5504,94238,23387,138548,112562,13974,50000,1178412,166023
2494430,716928,27980,32542,48952,126153,102950,219719,50000,1767553,342766
1316937,164405,1689,41140,26063,173037,36582,56238,50000,920218,96543
2126343,602723,24527,22098,21568,130879,30571,122538,50000,1446139,246341
1373045,482865,3952,9661,45969,77967,64328,117350,50000,827884,78076
1819157,506105,38950,27705,13893,169675,48554,195210,50000,1285938,198281
800104,73432,47150,115340,49721,141592,69483,22293,50000,439461,9473
2080286,521636,9527,9532,49981,150975,44534,127713,50000,1435401,243120
484295,90936,12272,14915,20413,99789,49091,211793,50000,432306,9115
866767,147506,22486,117938,1904,84667,192299,100110,50000,587347,29969
276819,44702,46807,119932,35947,43077,104505,96682,50000,126649,0
258798,97127,10349,42988,2978,157795,150376,8952,50000,0,0
930503,288342,14508,84911,8907,193272,78316,235617,50000,555195,23539
1724539,167016,17728,130398,24247,492,13038,286101,50000,1656214,309364
1952408,422895,10755,34887,19498,156954,5652,25923,50000,1304851,203955
783703,126472,1980,21831,29044,12816,73335,287402,50000,832921,79084
2227165,873668,41020,106391,44048,196184,54495,114097,50000,1111990,146097
2289436,898168,24424,126119,6052,1523,69853,144328,50000,1376325,225397
1316746,213098,15506,117064,27641,146559,180086,42927,50000,820816,76663
266259,46126,36181,60048,34855,142063,110704,69941,50000,39288,0
1439297,373922,1891,15360,18685,142660,176551,253371,50000,1093931,140679
1427970,310951,31378,139359,11354,164541,120951,239126,50000,1022268,119180
1263295,157387,7742,3283,43909,95101,71536,90920,50000,1012276,116182
1572525,442106,19740,72360,6499,120925,80648,181898,50000,1082272,137181
1341723,223993,30680,23258,24762,148945,137005,203969,50000,1105413,144123
324280,90409,23807,55569,25530,14803,6010,116449,50000,228224,0
1475701,271954,37910,30814,49772,142874,128053,148300,50000,1116496,147448
618921,182627,33536,91625,19316,177323,62739,51602,50000,183167,0
1920705,544961,17468,117387,966,42064,163461,131562,50000,1314356,206807
1947590,444215,8398,89828,28202,186430,28466,81648,50000,1238960,184188
2423367,718913,37656,66534,27257,193121,187134,4653,50000,1409850,235455
1935773,409102,21356,95792,23935,41399,182616,111848,50000,1448748,247124
1656085,150121,16375,61946,4179,17611,125703,246889,50000,1635491,303147
2279662,259282,26475,104628,7625,92092,181155,229600,50000,2022109,419132
2005864,272993,13312,58203,31630,60770,34822,180553,50000,1726132,330339
546508,39419,26900,141475,10254,86786,6468,281328,50000,526801,17860
594543,177758,49910,57633,16470,130478,126135,9640,50000,221753,0
1788827,319460,14250,96237,9,161933,187300,214046,50000,1389483,229345
2071936,171417,38025,95609,3907,40620,104755,194819,50000,1943226,395467
817211,275388,39233,43840,28448,3534,94784,90301,50000,545534,21606
751854,217495,44560,19573,38664,83878,96326,110808,50000,497611,12380
1646538,342938,30331,9241,18877,121666,53590,287013,50000,1421159,238847
1631880,222912,23436,117622,4985,2455,148708,66940,50000,1324281,209784
1426741,147112,34394,135884,35039,87485,10607,299451,50000,1305065,204019
545673,114826,30965,43657,5518,83713,72965,11652,50000,290575,2028
775957,279217,45531,25351,35014,55492,151928,75784,50000,452197,10109
2039718,236481,31856,103423,11865,46947,117546,163443,50000,1786300,348390
2202381,548460,125,11332,32007,164225,20743,201548,50000,1598029,291908
956443,369751,26889,82205,31044,50493,95287,292466,50000,692304,50960
2080113,567851,22665,134750,42113,1546,98017,229816,50000,1536333,273399
551951,112591,19701,121879,39824,150283,95780,139271,50000,236345,0
640449,192602,5357,26192,24908,87028,41470,193784,50000,458859,10442
562499,190463,21806,59636,49672,34642,183272,58395,50000,258286,414
745655,191395,49121,50401,5583,95820,43332,141019,50000,542595,21019
1936279,687652,33837,52412,42822,60114,168046,197072,50000,1274187,194756
